"record_id","student_id","student_full_name","gender","student_age","date_of_birth","admission_date","grade_level","class_stream","school_id","school_name","school_type","school_subcounty","school_county","school_region","student_subcounty","student_county","student_region","teacher_id","teacher_name","teacher_gender","teacher_subject_specialty","teacher_subcounty","teacher_county","teacher_region","subject_id","subject_name","assessment_type","score","attendance_rate_pct","fee_balance_kes","scholarship_status","learning_mode"
EDU-0034,STU-1034,Sharon Moraa Serem,M,12,2014-07-12,2022-11-24,"7",Grade 9B,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Athi River,Machakos,Eastern,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Practical,58.5,90,0,No,Boarding
EDU-0210,STU-1210,Nelly Wanjiru Maiyo,M,14,2012-12-16,2023-05-09,"7",Grade 9B,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Westlands,Nairobi,Nairobi,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Mid-Term,66,82,5000,Yes,Boarding
EDU-0199,STU-1199,Esther Langat Mogere,F,13,2013-01-06,2024-02-22,"7",Grade 9B,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Embakasi East,Nairobi,Nairobi,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Practical,43,58,0,No,Boarding
EDU-0109,STU-1109,Irene Nduta Kariuki,F,17,2010-09-23,2022-07-15,"9",Grade 9A,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Kisauni,Mombasa,Coast,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB-ERR,Mathematics,CAT-1,39,67,0,Partial,Hybrid
EDU-0114,STU-1114,Brian Maina Koech,F,16,2014-02-25,2023-08-27,"7",Grade 8A,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Athi River,Machakos,Eastern,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Mid-Term,29,72,15000,No,Hybrid
EDU-0179,STU-1179,Ezra Adhiambo Mburu,F,15,2013-04-24,2023-09-07,"7",Grade 8A,SCH011,Athi River Stem School,Private,Machakos,Machakos,Eastern,Athi River,Machakos,Eastern,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,CAT-1,75,66,10000,No,Boarding
EDU-0002,STU-1002,Phyllis Wambui Mohamed,F,14,2010-04-14,2023-07-23,"8",Grade 8A,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Kisauni,Mombasa,Coast,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,CAT-1,87,69,0,No,Hybrid
EDU-0198,STU-1198,Gladys Kiplagat Wario,M,14,2010-08-09,2024-09-30,"9",Grade 7B,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Athi River,Machakos,Eastern,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,End-Term,84,59,2500,No,Boarding
EDU-0169,STU-1169,Sharon Mburu Bett,M,14,2010-07-18,2022-12-31,"9",Grade 7A,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Ruiru,Kiambu,Central,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,CAT-1,30,81,7500,No,Unknown
EDU-0188,STU-1188,Faith Makena Were,M,15,2015-07-27,2023-12-05,"9",Grade 9B,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Langata,Nairobi,Nairobi,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,End-Term,31,75,5000,No,Day
EDU-0213,STU-1213,Ann Nduta Musyoka,Unknown,18,2015-06-17,,"8",Grade 7B,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Lurambi,Kakamega,Western,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,CAT-1,36,76,0,Yes,Day
EDU-0065,STU-1065,Bridgit Njoroge Korir,M,16,2010-09-01,2024-03-07,"9",Grade 8B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Westlands,Nairobi,Nairobi,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,CAT-1,44,55,15000,Yes,Hybrid
EDU-0216,STU-1216,Caleb Mburu Ochieng,F,17,2015-04-27,2023-01-26,"9",Grade 8A,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Kisauni,Mombasa,Coast,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Practical,72,76,5000,Yes,Boarding
EDU-0113,STU-1113,Lucy Odhiambo Barasa,M,17,2014-12-12,2024-01-19,"7",Grade 9A,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Kisumu East,Kisumu,Nyanza,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Practical,52,98,7500,Partial,Day
EDU-0231,STU-1231,Allan Chebet Mohamed,F,14,2011-03-01,2023-11-07,"7",Grade 7B,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Kisauni,Mombasa,Coast,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,End-Term,75,84,10000,Yes,Day
EDU-0256,STU-1256,Esther Koech Njoroge,F,13,2012-02-19,2023-12-20,"8",Grade 8A,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Westlands,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,CAT-1,47,97,10000,No,Boarding
EDU-0076,STU-1076,Herbert Nekesa Gichuru,Unknown,16,2013-01-10,2023-03-11,"8",Grade 8B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Athi River,Machakos,Eastern,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Mid-Term,31,100,5000,No,Hybrid
EDU-0142,STU-1142,Moureen Atieno Kamau,F,15,2013-03-13,,"7",Grade 9A,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Langata,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,End-Term,68,66,15000,No,Hybrid
EDU-0059,STU-1059,Anthony Auma Ochieng,F,15,2010-03-26,2022-03-25,"9",Grade 9A,SCH011,Athi River Stem School,Private,Machakos,Machakos,Eastern,Mvita,Mombasa,Coast,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Practical,62,82,7500,No,Day
EDU-0077,STU-1077,Doreen Kariuki Koech,M,12,2013-03-18,2023-05-20,"9",Grade 8B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Langata,Nairobi,Nairobi,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Practical,77,81,2500,No,Day
EDU-0108,STU-1108,Clinton Odhiambo Kiprono,F,12,2012-10-30,2024-05-09,"9",Grade 7A,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Ruiru,Kiambu,Central,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,CAT-2,41,70,7500,No,Boarding
EDU-0094,STU-1094,Christine Mburu Oduor,M,15,2014-03-09,2022-07-16,"8",Grade 7B,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Kisumu East,Kisumu,Nyanza,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,CAT-1,44,92,0,No,Boarding
EDU-0016,STU-1016,Martin Kiplagat Simiyu,F,18,2015-05-24,2022-06-21,"9",Grade 7A,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Langata,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Unknown,31,67,0,No,Unknown
EDU-0061,STU-1061,Moureen Njoroge Njoroge,F,12,2011-02-28,2023-05-08,"7",Grade 8A,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Naivasha,Nakuru,Rift Valley,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,CAT-1,68,88,1200,No,Unknown
EDU-0117,STU-1117,Hassan Wanjala Muli,Unknown,14,2012-11-17,2022-03-30,"8",Grade 9B,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Kisumu East,Kisumu,Nyanza,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,End-Term,67,91,5000,No,Boarding
EDU-0078,STU-1078,Ruth Naliaka Awino,Unknown,16,2013-10-21,2022-05-28,"9",Grade 7A,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Mvita,Mombasa,Coast,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Unknown,47,57,5000,No,Day
EDU-0063,STU-1063,Gladys Wairimu Mwakio,M,14,2010-06-04,2024-07-20,"7",Grade 7A,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Kisauni,Mombasa,Coast,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Unknown,45,66,5000,No,Boarding
EDU-0318,STU-1318,Evans Akinyi Mbugua,M,2,2014-06-27,2022-10-25,"7",Grade 7A,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Ruiru,Kiambu,Central,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,CAT-1,61,80,5000,No,Day
EDU-0001,STU-1001,Omar Kiplagat Njoroge,M,14,2011-07-13,2023-05-25,"9",Grade 8B,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Ruiru,Kiambu,Central,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Mid-Term,51,59,2500,No,Day
EDU-0202,STU-1202,George Nyambura Mohamed,F,15,2011-01-06,2022-04-07,"9",Grade 9B,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Athi River,Machakos,Eastern,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Mid-Term,74,92,5000,No,Day
EDU-0050,STU-1050,Lucy Makena Muli,F,17,2012-06-25,2024-04-10,"8",Grade 9B,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Embakasi East,Nairobi,Nairobi,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Mid-Term,38,89,0,No,Boarding
EDU-0309,STU-1309,Clinton Muthoni Wario,F,17,2014-07-27,2023-12-10,"7",Grade 9A,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Naivasha,Nakuru,Rift Valley,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Mid-Term,82,70,2500,No,Boarding
EDU-0021,STU-1021,Stephen Cherono Lagat,F,15,2013-04-15,2024-10-02,"8",Grade 7A,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Kisauni,Mombasa,Coast,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Practical,79,93,2500,No,Day
EDU-0118,STU-1118,Zainab Kilonzo Kiplimo,F,13,2015-03-19,2023-07-17,"8",Grade 9B,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Athi River,Machakos,Eastern,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,CAT-1,74,93,15000,No,Hybrid
EDU-0074,STU-1074,Peter Odhiambo Kariuki,F,13,2010-09-16,2023-03-06,"9",Grade 7B,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Thika Town,Kiambu,Central,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,CAT-1,106,66,1200,No,Boarding
EDU-0186,STU-1186,Mercy Moraa Ali,M,14,2015-05-19,2024-06-27,"9",Grade 9A,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Eldoret East,Uasin Gishu,Rift Valley,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,CAT-1,92,0,5000,No,Boarding
EDU-0024,STU-1024,Evans Nekesa Oduor,F,18,2010-04-23,2023-12-05,"7",Grade 7A,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Ruiru,Kiambu,Central,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Practical,64,82,2500,No,Hybrid
EDU-0292,STU-1292,Leonard Nekesa Achieng,M,12,2010-10-16,2023-06-08,"9",Grade 7A,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Mvita,Mombasa,Coast,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,CAT-1,28,91,2500,No,Hybrid
EDU-0132,STU-1132,Daisy Njoroge Musyoka,F,12,2010-04-08,2024-08-12,"7",Grade 7B,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Kisauni,Mombasa,Coast,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,CAT-1,45,71,0,No,Day
EDU-0045,STU-1045,Zainab Omondi Njeri,F,12,2014-04-01,2022-09-22,"9",Grade 8B,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Lurambi,Kakamega,Western,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,CAT-1,68,95,15000,No,Boarding
EDU-0019,STU-1019,Lians Wanjiru Wekesa,M,16,2012-11-01,2022-05-03,"7",Grade 9A,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Naivasha,Nakuru,Rift Valley,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Unknown,44,74,1200,No,Day
EDU-0237,STU-1237,Evans Wanjala Rono,M,14,2015-07-17,2023-10-17,"7",Grade 8B,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Westlands,Nairobi,Nairobi,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Practical,22,69,5000,No,Boarding
EDU-0131,STU-1131,Ezra Makena Oduor,M,13,2013-09-25,2024-02-22,"9",Grade 9B,SCH011,Athi River Stem School,Private,Machakos,Machakos,Eastern,Ruiru,Kiambu,Central,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Mid-Term,82,55,7500,No,Hybrid
EDU-0195,STU-1195,Lucy Kariuki Mohamed,F,18,2014-08-01,2022-10-25,"8",Grade 7B,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Westlands,Nairobi,Nairobi,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,CAT-2,86,90,1200,No,Hybrid
EDU-0003,STU-1003,Hellen Mwikali Nyaga,F,13,2013-10-22,2023-04-09,"8",Grade 9B,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Lurambi,Kakamega,Western,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Unknown,63,89,7500,No,Hybrid
EDU-0087,STU-1087,Brian Wanjiru Wario,F,15,2012-04-01,2022-09-10,"9",Grade 9B,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Lurambi,Kakamega,Western,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Mid-Term,58.5,95,0,No,Boarding
EDU-0174,STU-1174,Agnes Kilonzo Barasa,M,13,2013-05-23,2024-07-25,"8",Grade 9A,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Kisauni,Mombasa,Coast,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Mid-Term,58.5,73,0,No,Boarding
EDU-0145,STU-1145,John Langat Duale,F,17,2010-10-25,2022-10-10,"8",Grade 8B,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Naivasha,Nakuru,Rift Valley,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,CAT-1,58.5,100,0,No,Day
EDU-0306,STU-1306,Naomi Cherono Kamau,F,13,2010-03-07,2022-04-14,"8",Grade 8A,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Embakasi East,Nairobi,Nairobi,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Mid-Term,58.5,73,7500,No,Boarding
EDU-0230,STU-1230,Cynthia Makena Chege,M,12,2012-05-17,2022-03-21,"8",Grade 8B,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Langata,Nairobi,Nairobi,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Unknown,58,0,0,No,Boarding
EDU-0007,STU-1007,Peter Kiplagat Achieng,F,12,2014-01-14,2023-05-15,"7",Grade 9A,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Athi River,Machakos,Eastern,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,CAT-1,75,58,10000,Yes,Day
EDU-0314,STU-1314,Sharon Ochieng Juma,F,17,2010-01-18,2022-09-22,"9",Grade 7B,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Langata,Nairobi,Nairobi,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,End-Term,33,99,1200,No,Day
EDU-0111,STU-1111,Navas Chebet Odhiambo,F,14,2012-01-20,2022-04-22,"8",Grade 9A,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Westlands,Nairobi,Nairobi,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Unknown,106,58,0,Yes,Day
EDU-0053,STU-1053,Irene Mwikali Mutai,M,2,2014-03-06,2022-10-24,"9",Grade 9B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Athi River,Machakos,Eastern,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Practical,71,88,15000,Yes,Day
EDU-0039,STU-1039,Peter Wekesa Ochieng,M,18,2013-10-19,2023-12-24,"7",Grade 8A,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Langata,Nairobi,Nairobi,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Practical,77,74,0,Yes,Day
EDU-0192,STU-1192,Kevin Makena Mohamed,M,13,2015-07-23,2024-05-21,"8",Grade 7A,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Ruiru,Kiambu,Central,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,CAT-1,30,58,1200,No,Day
EDU-0254,STU-1254,Martin Ochieng Achieng,Unknown,14,2015-06-22,2024-01-04,"9",Grade 8B,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Kisauni,Mombasa,Coast,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Practical,53,93,0,No,Day
EDU-0105,STU-1105,Fatuma Jepchirchir Hussein,Unknown,18,2011-10-14,2024-08-27,"9",Grade 8B,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Kisauni,Mombasa,Coast,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Practical,81,83,2500,Yes,Unknown
EDU-0084,STU-1084,John Barasa Achieng,M,18,2011-05-28,2022-09-18,"8",Grade 9A,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Westlands,Nairobi,Nairobi,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,End-Term,76,67,5000,No,Unknown
EDU-0311,STU-1311,Victor Wekesa Kituku,M,14,2011-09-12,2022-03-27,"7",Grade 7B,SCH011,Athi River Stem School,Private,Machakos,Machakos,Eastern,Mvita,Mombasa,Coast,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Practical,61,61,10000,Yes,Day
EDU-0110,STU-1110,Bridgit Wanjala Duale,F,16,2015-09-17,2022-02-24,"8",Grade 9B,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Lurambi,Kakamega,Western,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Mid-Term,27,97,5000,Yes,Hybrid
EDU-0282,STU-1282,Dennis Langat Kamau,F,15,2012-07-30,2022-06-15,"8",Grade 7A,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Athi River,Machakos,Eastern,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Practical,97,83,10000,No,Hybrid
EDU-0097,STU-1097,Lians Wafula Simiyu,F,15,2013-11-26,2023-06-04,"9",Grade 8B,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Thika Town,Nairobi,Central,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,CAT-1,43,85,1200,No,Hybrid
EDU-0010,STU-1010,Hellen Achieng Kilonzo,F,14,2010-07-04,2023-08-11,"7",Grade 8B,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Kisumu East,Kisumu,Nyanza,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Mid-Term,92,70,0,Partial,Boarding
EDU-0274,STU-1274,David Kilonzo Kamau,F,14,2013-04-21,2022-09-22,"8",Grade 8A,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Lurambi,Kakamega,Western,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,CAT-1,23,97,15000,No,Day
EDU-0162,STU-1162,Grace Kiptoo Koech,F,16,2014-03-06,2024-07-19,"9",Grade 7B,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Mvita,Mombasa,Coast,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Mid-Term,97,78,0,No,Day
EDU-0168,STU-1168,Irene Wairimu Omondi,F,18,2015-01-26,2024-05-04,"8",Grade 7A,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Westlands,Nairobi,Nairobi,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Unknown,79,92,0,Yes,Hybrid
EDU-0304,STU-1304,Grace Atieno Duale,M,16,2011-04-14,2023-08-30,"7",Grade 8B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Kisumu East,Kisumu,Nyanza,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,End-Term,83,82,1200,No,Boarding
EDU-0293,STU-1293,Stephen Adhiambo Onyango,F,12,2011-08-02,2024-04-29,"7",Grade 9A,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Eldoret East,Uasin Gishu,Rift Valley,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,CAT-1,94,71,0,No,Day
EDU-0049,STU-1049,Oscar Barasa Njuguna,M,12,2010-02-05,2024-08-22,"8",Grade 7A,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Athi River,Machakos,Eastern,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Mid-Term,31,89,0,Yes,Boarding
EDU-0181,STU-1181,Peter Kariuki Abdi,M,12,2010-04-09,2022-03-14,"7",Grade 8A,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Thika Town,Kiambu,Central,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Mid-Term,33,98,2500,Yes,Boarding
EDU-0090,STU-1090,Mary Wanjiru Bett,M,18,2012-04-18,2023-10-14,"9",Grade 8A,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Kisauni,Mombasa,Coast,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Mid-Term,24,65,7500,No,Boarding
EDU-0248,STU-1248,Hellen Wekesa Rono,F,16,2010-09-06,2022-11-23,"9",Grade 9A,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Naivasha,Nakuru,Rift Valley,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,CAT-1,59,0,5000,No,Day
EDU-0265,STU-1265,Hellen Makena Otieno,M,2,2010-08-19,2023-01-29,"8",Grade 9A,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Thika Town,Kiambu,Central,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,CAT-1,91,70,0,Yes,Boarding
EDU-0206,STU-1206,Collins Mburu Mutiso,F,15,2014-04-06,2023-10-05,"9",Grade 8B,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Naivasha,Nakuru,Rift Valley,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Practical,41,95,0,No,Boarding
EDU-0208,STU-1208,Pauline Cherono Omondi,F,15,2014-10-21,2023-06-02,"7",Grade 9A,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Mvita,Mombasa,Coast,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,CAT-2,66,79,2500,Partial,Boarding
EDU-0017,STU-1017,Peter Omondi Njuguna,M,14,2010-11-05,2023-09-10,"9",Grade 9A,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Mvita,Mombasa,Coast,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Mid-Term,58.5,72,7500,Partial,Boarding
EDU-0005,STU-1005,Oscar Koech Muthama,F,16,2012-02-04,2022-04-11,"9",Grade 8A,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Ruiru,Kiambu,Central,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Practical,47,90,10000,Partial,Day
EDU-0141,STU-1141,Joseph Wafula Kimutai,F,15,2014-07-11,2024-04-22,"7",Grade 7B,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Naivasha,Nakuru,Rift Valley,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,CAT-1,70,85,10000,Yes,Day
