Order ID,Order Date,Delivery Date,Customer Name,Customer Type,Customer Age,Region,County,City,Branch,Sales Rep,Lead Source,Car Make,Car Model,Vehicle Type,Vehicle Year,Fuel Type,Transmission,Color,Units Sold,Unit Selling Price,Unit Cost,Discount,Delivery Fee,Logistics Cost,Payment Method,Payment Status,Delivery Status,Customer Rating,Review Count,Returned,Revenue Recorded
LCL-1080,28/03/2025,14/03/2025,Linda Mugambi,Corporate,37,Coast,Mombasa,Mombasa,Mombasa Port Yard,Peter Kiptoo,Website,Honda motors,Vezel,Crossover,2021,Petrol,Automatic,Blue,1,2489000,"1,910,000",10,0.12M,0.11M,cash,Completed,At the Yard,2.8,38,Not Returned,2355100
LC1081,2026-13-04,45837,Linda Mutua,Dealer,unknown,Coast,MOMBASA,mombasa,MSA yard,BRIAN OTIENO,FACEBOOK,Subaru,out back,Wagon,2021,Diesel,automatic,BLACK,1,3505000,2967000,7%,78000,129000,cheque,Complete,Delivered,4.4,31,Returned,"3,337,650"
LCL1082,02/04/2026,46085,Mary Otieno,Ngo,52,Central,Kiambu,Thika,Thika Yard,BRIAN OTIENO,phone call,Mitshubishi,outlander,SUV,2021,Diesel,Automatic,White,5,3336000,"KSh 3,031,000",15 percent,156000,209000,Bank transfer,Awaiting Payment,Delivered,3.4,11,Not Returned,"KSh14,334,000"
N/A,45774,45780,Faith Mohamed,National Govt,47,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Mercy Atieno,Facebook,Mercedes Benz,C200,Sedan,2018,Petrol,Automatic,Pearl,1,4798000,"4,154,000",0%,"KES 167,000","KSh 244,000",Cash,Completed,Delivered,4,26,Not Returned,"KSh 4,965,000"
CAR1084,13/03/2025,01-Apr-25,Aisha Achieng,National Govt,29,Central,Kiambu,Thika,Thika Yard,Samuel Mutua,Phone Call,Toyota Kenya,Hiace,Van,2019,Petrol,Automatic,Blue,NULL,4332000,3484000,50%,"KSh 62,000","KES 71,000",Bankers Cheque,Completed,Delivered,3.6,23,Not Returned,2.23M
N/A,46104,04/09/2026,WINNIE WAFULA,Ngo,24,Western,Kakamega,Kakamega,Kakamega Yard,Faith Achieng,site,toyota,Prado Tx,SUV,2015,Petrol,Automatic,Pearl,2,"KSh6,959,000","KSh5,484,000",0.12,72000,91000,Asset Financing,Partially Paid,Delivered,,,Not Returned,12319840
CAR1086,01/31/2026,11/02/2026,mary achieng,corp,27,RIFT VALLEY,NAKURU,Nakuru,Nakuru Yard,GRACE NJER1,Call,nissan,NOTE,Hatchback,2016,petrol,Automatic,Blu,5,"KSh 1,375,000","KES 1,203,000",5 percent,#VALUE!,"89,000",Bank Transfer,Paid,In Transit,2.5 out of 5,41,Returned,6595250
CAR1087,45812,45814,Faith Otieno,Individual,58,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Mercy,phonecall,Mitsubishi,Outlander,SUV,2019,Petrol,Manual,Black,1,"KSh 3,433,000","KES 3,046,000",Disc,"KSh 70,000","96,000",Bank transfer,Completed,Delivered,2.5,24,,3434340
LC1088,"Jan 31, 2026",46069,Joy Wafula,car dealer,38,Coast,Mombasa county,Mombasa,Mombasa Port Yard,Mary Wanj1ku,Instagram,Isuzu,Dmax Pickup,pickup,2018,DIESEL,Automatic,White,1,4.46M,3415000,None,"KES 39,000",70000,M-PESA,Paid,At Yard,3.9 out of 5,6,Returned,4362290
ord1089,10-Jan-26,46057,Kevin Ochieng,Car Dealer,45,Western,Kakamega,Kakamega,Kakamega Yard,Grace Njeri,Corporate Tender,Isuzu,N-Series,Truck,2020,Diesel,A/T,Pearl,3,5144000,4188000,7%,"KSh 97,000",113000,Bankers Cheque,Cancelled,Cancelled,3.2,12,Not Returned,0
ord1090,06/05/2026,46164,Samuel Kiptoo,Car Dealer,25,Coast,Mombasa,Mombasa,Mombasa Port Yard,Peter Kiptoo,Referral,mercedes benz,C200,Saloon,2032,Petrol,Automatic,Green,1,"KSh5,159,000",4663000,15,"KSh 73,000","KSh 78,000",Cash,Completed,Delivered,2.3,43,Not Returned,"KSh4,458,150"
LC1091,29/11/2025,12-Dec-25,Winnie Achieng,Car Dealer,38,Western,Kakamega,Kakamega,Kakamega Yard,A1Sha Mohamed,SITE,Subaru,Forester,SUV,2020,Petrol,M/T,Green,1,"KSh 3,535,000",2774000,2,"KSh 142,000",159000,Wire Transfer,Completed,Delivered,3.5,24,Not Returned,3966930
ord1092,45966,30/11/2025,Grace Wanjiku,GOVERNMENT,60,rift,Uasin Gishu,Eldoret,eldoret yard,faith achieng,Referral,HONDA MOTORS,Vezel,Crossover,2026,Petrol,MT,Red,2,2372000,"KSh 1,998,000",0.02,"153,000",0.1M,Bank Transfer,Paid,held,3.5 out of 5,20,Returned,4802120
LC1093,21-Jun-25,21/07/2025,Joy Wanjiku,Individual,51,Msa Region,mombasa,Mombasa,Mombasa Port,aisha mohamed,WHATS APP,Toyota,Prado TX,SUV,2021,petrol,auto,blue,1,"KSh7,151,000",5443000,twenty %,"KSh 131,000",164000,Cash,pending,Delivered,4.5 out of 5,19,Returned,error
LCL-1094,45768,05/13/2025,Kevin Ochieng,National Govt,40,Nairobi,Nairobi,Nairobi,Nairobi Yard,faith achieng,WALK-IN,Volkswagen,TIGUAN,SUV,2025,PMS,Manual,Grey,3,47050000,3707000,10%,38000,62000,Bank transfer,Completed,Delivered,2.7,44,Not Returned,"-12,741,500"
ord1095,13/05/2025,19/05/2025,Linda Wanjiku,NGO,44,Nairobi,Nairobi,Nairobi,Nairobi Hq,brian otieno,Tender,Subaru,Impreza,saloon,2024,hybrid/petrol,a/t,Pearl,1,1728000,"1,452,000",15%,153000,"KES 175,000",cheque,DEPOSIT PAID,cancelled,3.9 out of 5,6,Returned,"KSh810,900"
ORD1096,45921,06/10/2025,Aisha Mutua,Ngo,31,Western,Kakamega,Kakamega,Kakamega Yard,MARY,WEBSITE,Toyota,Prado Tx,SUV,,Petrol,Automatic,Black,1,"KSh 7,231,000","KES 6,304,000",3%,"KES 115,000","KSh 122,000",M Pesa,Completed,Delivered,3,41,Not Returned,7129070
ord1097,46033,03/16/2026,Carol Wanjiku,Car Dealer,28,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Brian Otieno,Phone Call,Subaru,Outback,Wagon,2017,Diesel,Automatic,Grey,1,"KES 3,369,000",KES 0,15%,"KSh 141,000",204000,Bankers Cheque,Completed,Delivered,2.5,20,Not Returned,3004650
LC1098,,46194,linda achieng,Ngo,56,Coast,Mombasa,Mombasa,Mombasa Port Yard,Mary Wanj1ku,Phone Call,Mazda,Axela,Sedan,202A,Petrol,Automatic,Silver,1,1819000,1532000,15%,"KSh 150,000",203000,Bankers Cheque,Completed,Delivered,4.2,20,Not Returned,missing
ord1099,45915,45940,N/A,Retail,65,Eastern,Machakos,Athi River,Athi River Yard,Faith Achieng,WALK IN,Subaru,outback,Wagon,2016,Diesel,Automatic,Black,1,"KES 3,715,000",2969000,5%,845000,"KSh 174,000",Cash,Completed,Delivered,2.5,,Not Returned,3698250
CAR1100,N/A,05/20/2026,Mercy Nyambura,NGO,56,Central,Kiambu,Thikka,Thika Yard,Samuel Mutua,Phone Call,MAZDA,Demio,Hatchback,2016,Diesel,at,Silver,2,"KES 1,346,000",1090000,10%,"KES 37,000",48000,Asset Finance,AWAITING PAYMENT,ON THE WAY,4.0 out of 5,18,Returned,2459800
CAR1101,46133,14/05/2026,carol njeri,County govt,50,Coast,Mombasa,Mombasa,Mombasa Port Yard,Brian Otieno,website,toyota,Land Cruiser,SUV,2015,Gasoline,Automatic,White,2,12378000,"KSh 9,527,000",0.03,"KSh113,000",146000,M Pesa,Partially Paid,In Transit,3.4,21,Not Returned,"KSh24,126,320"
LCL1102,46145,29/05/2026,Victor Ochieng,Individual,68,Coast,MOMBASA,MOMBASA,Mombasa Port Yard,GRACE NJERI,Instagram,Honda,Vezel,CROSSOVER,2018,PETROL,Automatic,Silver,1,2789000,NULL,20%,0.04M,0.04M,CASH,Paid,DELAYED,3.2 out of 5,4,Returned,"KSh 2,270,200"
ord1103,10/04/2026,30/04/2026,AISHA MUTUA,Corporate,64,Nyanza,Kisumu,Kisumu,Kisumu Yard,Brian Otieno,website,TOYOTA,Harrier,SUV,2021,Petrol,A/T,Grey,1,4904000,4288000,0.12,"59,000",74000,Bankers Cheque,Completed,Delivered,1,6,,4374520
LC1104,45756,21/04/2025,Daniel Maina,Corporate,55,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Mary Wanjiku,Walk-in,Isuzu,d-max,Pickup,2023,Hybrid,Automatic,Red,1,4302000,"KSh3,753,000",3%,"KES 42,000",38000,Bank transfer,Completed,In Transit,3,10,,"KSh 4,214,940"
-,"Mar 11, 2026",28-Mar-26,Peter Nyambura,Company,27,rift valley,Uasingishu,Eldoret,Eldoret Yard,BRIAN OTIENO,IG,Toyota,HARRIER,SUV,Twenty Twenty,PETROL,Automatic,silver,1,"KES 4,049,000","KES 3,282,000",0.05,"KSh 60,000",105000,bank,PENDING,AT YARD,4,21,Returned,"KSh3,906,550"
CAR1106,03/25/2026,NULL,Hassan Ochieng,Individual,46,Coast,Mombasa,Mombasa,Mombasa Port Yard,mary wanjiku,Face book,BENZ,E250,Sedan,2017,Diesel,Automatic,Silver,3,"KSh 5,985,000","KSh5,233,000",7,51000,0.09M,Bankers Cheque,Completed,Delivered,2.5,15,Not Returned,16749149
N/A,"Jan 10, 2025",N/A,WINNIE ACHIENG,Government,60,Coast,Mombasa county,MOMBASA,Mombasa Port Yard,samuel mutua,INSTAGRAM,toyota,Fieldar,Wagon,2025,petrol,A/T,white,3,1636000,1295000,15%,"KES 90,000",138000,M-Pesa,complete,Cancelled,2.4 out of 5,16,Returned,"KSh 4,261,800"
CAR1108,05/03/2025,30/03/2025,Kevin Mohamed,Car Dealer,51,Nairobi,Nairobi,Nairobi,Nairobi Yard,GRACE NJERI,walk-in,TOYTA,hilux,Pickup,2018,Petrol,Automatic,White,1,"4,894,000","KSh 4,313,000",unknown,"KES 160,000","KSh114,000",Asset Financing,Partially Paid,Delivered,3,34,Not Returned,"KSh 4,319,900"
ORD1109,,45968,Brian Wafula,Car Dealer,37,Coast,Mombasa,Mombasa,Mombasa Port Yard,Mary,walk-in,MERCEDES BENZ,E250,Sedan,2019,gasoline,Automatic,Pearl,1,"KSh7,033,000",5892000,Disc,42000,"KES 55,000",Bankers Cheque,Completed,In Transit,3.8,11,Not Returned,6367500
ORD1110,10-Jun-25,07/04/2025,Brian Mohamed,Individual,35,central,kiambu,Thika,thika yard,FAITH ACHIENG,Corporate Tender,Nissan,Navara,Pickup,2017,Petrol,MT,WHITE,2,"KES 4,388,000",3778000,ten percent,162000,"KSh 159,000",CASH,pending,IN-TRANSIT,4.6 out of 5,8,Returned,"KSh 8,499,200"
ORD1111,"Nov 02, 2025",11/29/2025,Hassan Mutua,Dealer,49,Central,Kiambu,Thika,Thika Yard,Kevin Mwangi,Facebook,volkswagen,Tiguan,SUV,2018,PMS,AT,grey,1,"KSh4,943,000",4111000,#ERROR,"KSh 111,000",128000,Loan,paid,DELIVERED,4.7/5,7,Returned,4955140
LCL1112,,03/06/2026,James Chebet,car dealer,33,NYANZA,kisumu,KISUMU,kisumu yard,Mercy  Atieno,FACEBOOK,Mitsubish,Pajero,suv,2019,Petrol,AT,White,1,"KES 5,268,000","4,117,000",10%,52000,"KES 73,000",Cash,Paid,delivered,3.9 out of 5,8,Returned,"KSh 4,793,200"
ORD1113,45667,01/04/2025,Kevin Kariuki,Ngo,44,Coast,Mombasa,Mombasa,Mombasa Port Yard,Faith Achieng,Facebook,Toyota,Corolla ,Saloon,2015,PMS,Automatic,White,one,"KSh1,691,000",1452000,Disc,"169,000",error,Asset Financing,Completed,Delivered,2.1,33,Not Returned,1.78M
ord1114,19-Oct-25,15/11/2025,Hassan Mwangi,Government,23,Rift-Valley,eldoret,ELDORET,Eldoret,Kevin,Website,Mazda,Atenza,SEDAN,2023,Petrol,auto,Blue,5,2565000,2330000,,0.17M,"KSh191,000",BANK TRANSFER,Awaiting payment,Transit,4.3 out of 5,2,Returned,"KES 14,282,500"
ord1115,03/13/2026,09/04/2026,joy chebet,Car Dealer,121,Nairobi,Nairobi,nairobi,Nairobi Yard,Brian Otieno,web,Toyota,Hiace,Van,2025,PMS,Automatic,Blue,1,"KES 5,377,000","KSh4,429,000",0%,"73,000","KSh 116,000",Bankers Cheque,Completed,At the Yard,4,4,Not Returned,"KES 5,450,000"
LCL-1116,16/03/2026,09/04/2026,AISHA WAFULA,National Govt,45,Rift Valley,Nakuru,Nakuru,Nakuru Yard,aisha mohamed,Phone Call,toyota,Fielder,Wagon,2025,Petrol,Automatic,Grey,1,"KSh1,876,000",1669000,0,"KES 86,000",119000,cash,Awaiting Payment,Delivered,4.7/5,10,Not Returned,"KSh 1,962,000"
LC1117,08/24/2025,45894,Mary Nyambura,Corporate,30,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Daniel Kimani,PHONE,Toyota,Harrier,SUV,2024,Hybrid,Automatic,White,1,"KSh 4,205,000","KES 3,246,000",0%,0.1M,"140,000",Asset Financing,Completed,In Transit,4.1,19,Not Returned,"KSh 4,307,000"
LCL-1118,"Dec 01, 2025",13/12/2025,Grace Otieno,County govt,45,Central,Kiambu,Thika,Thika Yard,Kevin Mwangi,REFERRAL,SUBARU,outback,Wagon,2015,GASOLINE,A/T,Grey,1,"KES 4,018,000",3654000,12%,67000,"KES 99,000",Cash,Completed,At the Yard,2.9,32,Not Returned,3602840
ord1119,06/13/2026,46196,LINDA OMONDI,NGO,37,Central,KIAMBU,Thika,Thika Yard,daniel kimani,Face book,TOYOTA,Lc200,SUV,2022,Diesel,Automatic,green,1,12281000,10.91M,15%,"KSh 120,000",128000,Asset Finance,Paid,in transit,2.3,1,Returned,10558850
ORD1120,"Jun 03, 2026",46197,Victor Mwangi,Ngo,50,Central,Kiambu,Thika,Thika Yard,GRACE NJERI,REFERRAL,Mazda,Demio,Hatchback,2016,Diesel,Automatic,Green,1,1320000,1159000,No Discount,0.09M,108000,M Pesa,Completed,Cancelled,3.6,37,Not Returned,1252600
LCL-1121,15-Oct-25,45975,James Mohamed,National Govt,0,Coast,Mombasa,Mombasa,Mombasa Port Yard,Aisha Mohamed,INSTAGRAM,Nissan,XTrail,SUV,2016,Gasoline,A/T,Grey,2,"KES 3,019,000",2414000,No Discount,40000,63000,M Pesa,Partially Paid,Delayed,3.5,14,Not Returned,"KSh 4,655,070"
ORD1122,31-Jul-25,04-Aug-25,FAITH MUTHONI,corporate,42,Central,Kiambu,Thika,Thika Yard,BRIAN,Walkin,Isuzu,N-Series,Truck,2016,Petrol,Manual,Green,1,"KSh 4,916,000","KSh 4,095,000",3,132000,"KSh141,000",M Pesa,Completed,Delivered,3.7,28,,4900520
ord1123,08-Mar-26,04/04/2026,Kevin Mutua,corporate,50,Nyanza,Kisumu,Kisumu,Kisumu Yard,Aisha  Mohamed,Walk-in,Toyota,Hiace,Van,2026,Hybrid,M/T,White,1,"KSh5,054,000",4030000,5%,177000,"KSh 133,000",Bankers Cheque,Partially Paid,In Transit,2.1,3,Not Returned,4978300
ORD1124,46089,46098,James Kariuki,Ngo,67,Central,Kiambu,Thika,Thika Yard,Samuel Mutua,REFERRAL,Mitsubishi,Canter,Truck,2020,Hybrid,Automatic,White,1,"3,544,000","KSh 3,151,000",3%,0.13M,#VALUE!,Bank transfer,Awaiting Payment,Delivered,2.5,5,Not Returned,3565680
CAR1125,45913,45929,,Car Dealer,49,Nyanza,Kisumu,Kisumu,Kisumu Yard,Daniel Kimani,Face book,Toyota,Harrier,SUV,2023,Petrol,Automatic,Pearl,1,"KSh4,807,000","KSh 4,189,000",12,"KSh 105,000",121000,Asset Financing,Awaiting Payment,Delivered,4.4,1,Not Returned,4335160
CAR1086,04/08/2026,,Mercy Mugambi,Ngo,53,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Mary Wanjiku,Instagram,Mazda,CX5,SUV,2024,Petrol,A/T,Blue,1,3422000,"KSh 2,880,000",0%,"99,000",missing,Cash,Completed,At the Yard,3.1,28,Not Returned,3521000
-,23-Feb-25,02-May-25,NULL,Government,33,Mt Kenya,Kiambu,Thika,Thika Yard,FAITH ACHIENG,Website,TOYOTA,HARRIER,SUV,2016,Hybrid,auto,Pearl,3,4183000,"KSh3,678,000",15,"50,000",86000,Cash,partial,Cancelled,5,-,Returned,"10,716,650"
LCL-1128,03-Apr-25,12/04/2025,Joseph Achieng,Car Dealer,47,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Mary  Wanjiku,Phone,Toyota,Hiace,Van,2019,Hybrid,A/T,Black,2,5366000,4418000,12 percent,"KSh 123,000",168000,Asset Financing,Cancelled,Cancelled,4.7,16,Not Returned,"9,567,160"
LCL-1129,28-Feb-26,46091,Victor Mwangi,National Govt,25,Coast,Mombasa,Mombasa,Mombasa Port Yard,kevin mwangi,Instagram,HONDAA,CRV,SUV,2025,Petrol,Automatic,Red,2,3.85M,3034000,2%,"KSh 125,000",142000,Cash,Completed,Delayed,4.5,13,Not Returned,3832560
ord1130,46049,30/01/2026,Faith Kiptoo,Ngo,unknown,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,mercy  atieno,website,Mitsubishi,outlander,SUV,2018,Hybrid,Automatic,Silver,1,3103000,2500000,0 percent,"KES 85,000","KSh 133,000",M Pesa,Completed,In Transit,4.3,8,Not Returned,"KSh 2,869,200"
CAR1131,N/A,45847,Victor Kiptoo,Non Profit,58,Rift Valley,uasin gishu,eldoret,Eldoret Yard,mercy atieno,corporate tender,Mitshubishi,Out lander,SUV,2016,DIESEL,A/T,Red,1,2971000,2589000,12%,"KSh 146,000",not available,RTGS,Paid,delivered,3.1,0,Returned,"KSh2,760,480"
ord1132,29/07/2025,31/02/2026,MARY MUGAMBI,Corporate,27,Western,Kakamega,Kakamega,Kakamega Yard,FAITH ACHIENG,fb,Nisan,Juke,Crossover,2023,Diesel,Automatic,White,1,"1,861,000",1483000,3%,140000,166000,M Pesa,Completed,In Transit,4.9,11,Not Returned,1945170
ORD1133,24/04/2026,05/11/2026,JOHN KARIUKI,Ngo,66,Rift Valley,Nakuru,Nakuru,Nakuru Yard,AISHA  MOHAMED,Whatsapp,toyta,Land Cruiser,SUV,2026,Hybrid,Automatic,Pearl,4,6468000,"KES 5,806,000",5%,0.02M,"KSh47,000",Asset Financing,Completed,Delivered,4.2,35,Not Returned,49194800
CAR1134,17/05/2025,N/A,Grace Nyambura,National Govt,44,Central,Kiambu,Thika,Thika Yard,Mary Wanjiku,Phone Call,MAZDA,AXELA,Sedan,2021,Diesel,Automatic,Black,3,"1,621,000","KSh 1,329,000",0.12,138000,"KES 122,000",Asset Financing,Completed,Delivered,2.7,36,Not Returned,"KES 4,417,440"
LCL1135,23/02/2025,45722,Brian Achieng,Ngo,29,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Peter  Kiptoo,Referral,Toyota,Corolla ,Sedan,2026,Petrol,Automatic,Green,1,"KSh 2,059,000","KSh 1,595,000",15%,68000,54000,Bank transfer,Completed,In Transit,3.9,41,Not Returned,#VALUE!
LCL-1136,19/06/2026,"Jul 11, 2026",Samuel Ochieng,National Govt,62,Rift Valley,Nakuru,Nakuru,Nakuru Yard,samuel mutua,Walkin,toyota,Harrier,SUV,2022,Diesel,Automatic,Silver,1,4862000,error,12 percent,125000,0.16M,cash,Partially Paid,In Transit,3.6,1,Not Returned,"KES 4,403,560"
LC1137,14/05/2025,03/06/2025,VICTOR MAINA,PERSON,35,RIFT VALLEY,nakuru,Nakuru,Nakuru Yard,mercy atieno,WhatsApp,TOYOTA,hillux,Pickup,2018,Petrol,AT,blue,1,5032000,"4,477,000",50%,KSh0,222000,Cheque,Paid,Delivered,3.4,25,Returned,2684000
ord1138,45806,23/06/2025,John Mwangi,CORPORATE,31,Coast,Mombasa,Mombasa,Mombasa Port Yard,faith achieng,Website,Mazda,CX5,SUV,2016,Diesel,A/T,Blue,1,3656000,"3,320,000",0.15,"91,000","KSh 122,000",Bankers Cheque,Completed,In Transit,4.7,9,Not Returned,3.2M
LCL1139,26-Oct-25,,Mary Omondi,Car Dealer,32,Nyanza,Kisumu,Kisumu,Kisumu Yard,Kevin Mwangi,CORPORATE TENDER,Isuzu,N-Series,Truck,2021,Diesel,Automatic,Grey,1,"5,385,000","KSh 4,889,000",5,84000,100000,Cash,Completed,At the Yard,4.1,37,Not Returned,5199750
LCL-1140,09/08/2025,45905,Grace Maina,National Govt,24,Western,Kakamega,Kakamega,Kakamega Yard,Kev1n Mwangi,INSTAGRAM,Honda,Fit,Hatchback,2020,Gasoline,Automatic,Green,2,-,"KSh 1,126,000",10 percent,"KSh 116,000",0.18M,Bank transfer,Completed,Delivered,2.2,,Not Returned,"KSh 2,411,000"
ORD1141,27/02/2025,18/03/2025,John Nyambura,corporate,29,Central,Kiambu,Thika,Thika Yard,BRIAN OTIENO,instagram,bmw,BMW X5,SUV,1899,Diesel,Automatic,Blue,1,"KSh 10,434,000","KSh 8,082,000",7%,150000,178000,cash,Awaiting Payment,Delivered,4.8,26,Not Returned,"9,853,620"
ord1142,06/06/2026,10/06/2026,Grace Achieng,Ngo,37,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,faith achieng,Facebook,Toyota Kenya,Land Cruiser,SUV,2021,Petrol,Automatic,Blue,2,"KSh 7,763,000","KSh 6,904,000",5%,121000,176000,Bankers Cheque,Completed,Delivered,2.1,41,Not Returned,"KSh14,870,700"
LCL1143,45758,06/05/2025,Joseph Mwangi,NGO,50,Central,KIAMBU,THIKA,Thika Yard,Mercy Atieno,walk-in,Toyota Kenya,AXIO,Sedan,2017,HYBRID,auto,blue,1,1651000,"KSh 1,489,000",12%,90000,114000,M-Pesa,Partially Paid,completed,3.8 out of 5,32,Returned,"KSh 1,542,880"
ord1144,08/23/2025,,Linda Achieng,County govt,22,,Kiambu,Thika,Thika Yard,Kevin Mwangi,Facebook,Subaru,Forester,SUV,,PMS,,,1,"KSh 3,507,000",2876000,12%,"KSh 120,000",98000,CASH,Completed,Delivered,2.6,26,Not Returned,"KSh 3,206,160"
ord1145,#DATE!,01-Dec-25,Mercy Mutua,Ngo,59,Central,Kiambu,Thika,Thika Yard,Aisha,PHONE CALL,Mercedes-Benz,C200,Sedan,2019,Hybrid,Automatic,Green,1,"4,952,000",error,0,"KES 167,000",157000,Cash,Completed,Delivered,4,13,Not Returned,not available
LCL-1146,25-Jul-25,04/08/2025,James Omondi,CORPORATE,64,Western,Kakamega,Kakamega,Kakamega Yard,Samuel Mutua,referral,Toyota,Corolla ,Sedan,2017,Petrol,Manual,Black,8,not available,"KES 1,533,000",15%,47000,35000,Bankers Cheque,Awaiting Payment,At the Yard,2.9,27,Not Returned,"KSh 13,035,000"
LCL-1147,46073,46080,John Njeri,Individual,50,Nyanza,Kisumu,Kisumu,Kisumu Yard,MERCY ATIENO,walk in,MITSUBISH,Pajero,SUV,2018,Petrol,Manual,Black,1,"KSh 5,101,000",4424000,20,80000,"KES 124,000",Cash,Awaiting Payment,Cancelled,3.5,34,Not Returned,4160800
LC1148,07/08/2025,11/08/2025,Victor Mwangi,INDIVIDUAL,50,Eastern,Machakos,Mlolongo,Athi River Yard,Brian Otieno,phonecall,Toyota,Corrola,SEDAN,,Hybrid,Automatic,WHITE,1,"1,848,000",1479000,7,"KES 98,000","KSh 127,000",asset finance,PAID,At Yard,-,25,Returned,1998304
LC1149,03/10/2026,46089,Faith Mwangi,National Govt,26,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Faith  Achieng,Call,MAZDA,Axela,Sedan,2026,Hybrid,Automatic,Silver,2,2014000,"KSh 1,573,000",7%,"KSh 60,000",0.05M,Bankers Cheque,Cancelled,Cancelled,,12,Not Returned,KES 0
LC1150,45736,45764,John Otieno,Ngo,64,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Grace Njeri,Facebook,Mitsubishi,Pajero,SUV,N/A,Hybrid,Automatic,Pearl,1,5553000,"KSh 4,970,000",5%,"84,000",99000,Bank transfer,Refunded,Delivered,2.6,10,,5359350
ord1151,,45862,Winnie Njeri,Car Dealer,63,Eastern,Machakos,Athi River,Athi River Yard,Aisha Mohamed,Face book,mitsubishi,Canter,Truck,2016,Petrol,Automatic,Green,1,4338000,3534000,15 percent,119000,"KSh 130,000",Bank transfer,Cancelled,Cancelled,3.5,37,Not Returned,KSh 0
LCL-1152,"Aug 21, 2025",30/08/2025,Mary Mohamed,Dealer,53,EASTERN,Machakos,Athi River,Athi River yard,Peter Kiptoo,Walk In,HONDA,Vezel,Crossover,1899,Electric,Manual,White,1,"KES 2,601,000",2.35M,5,68000,"KES 103,000",Bank Transfer,Pending,Delivered,2.8 out of 5,32,Returned,"KSh2,538,950"
LCL1153,30/04/2025,13/05/2025,Victor Maina,Car Dealer,63,Central,Kiambu,Thika,Thika Yard,Aisha Mohamed,Referral,Subaru,impreza,Sedan,2024,Diesel,Automatic,Green,4,"KSh 2,023,000",1653000,7%,20000,29000,Asset Financing,Completed,Delivered,3.8,38,Not Returned,7545559
CAR1154,,31/02/2026,Faith Mwangi,Ngo,61,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Daniel Kimani,whatsapp,honda,Vezel,Crossover,2024,Petrol,Automatic,White,1,2642000,"KSh 2,349,000",0%,94000,not available,Bank transfer,Completed,Cancelled,2.2,12,Not Returned,2736000
ord1155,"Mar 28, 2025","Apr 16, 2025",john mutua,corp,68,RIFT VALLEY,NAKURU,Nakuru,Nakuru Yard,SAMUEL MUTUA,Website,mitsubishi,Canter,Truck,2025,PETROL,A/T,Black,1,"KSh 3,561,000","KSh3,218,000",10%,"KSh 164,000","KSh 233,000",Bankers Cheque,cancelled,Delivered,2.8 out of 5,25,Returned,"KSh -3,368,900"
ORD1156,45821,16/06/2025,James Wafula,Individual,0,Coast,Mombasa,Mombasa,Mombasa Port Yard,mary wanjiku,Call,NISSAN,juke,Crossover,2021,Petrol,Automatic,White,1,missing,1592000,0.1,163000,"KSh 150,000",Bankers Cheque,Partially Paid,Delivered,5,27,Not Returned,1757800
LCL-1157,"Aug 20, 2025",45900,Carol Ochieng,Ngo,51,Rift Valley,Nakuru,Nakuru,Nakuru Yard,GRACE NJERI,whatsapp,Mitsubishi,Pajero,SUV,2023,Hybrid,Automatic,Black,,4579000,"KES 3,919,000",0.05,"KSh138,000","KSh189,000",Bank transfer,Partially Paid,Delivered,2.6,4,Not Returned,"KSh 4,936,855"
LC1158,45882,45884,Mary Mohamed,Corporate,61,Nyanza,Kisumu,Kisumu,Kisumu Yard,Grace Njer1,instagram,TOYOTA,Prado Tx,SUV,2015,Gasoline,Automatic,White,1,"KSh 6,845,000","KSh 5,632,000",0.1,"KSh178,000","KSh148,000",Wire Transfer,Completed,Cancelled,2.8,32,Not Returned,"6,338,500"
LCL-1159,21/01/2025,45693,Grace Chebet,Car Dealer,54,Coast,Mombasa,Mombasa,Mombasa Port Yard,Aisha Mohamed,Corporate Tender,Toyota,Prado Tx,SUV,2015,Petrol,Automatic,White,1,"KSh 7,473,000","KSh 6,501,000",7%,"KES 70,000",129000,Bankers Cheque,Completed,Delivered,,35,Not Returned,7019890
CAR1160,01/08/2025,45898,Joseph Maina,Person,31,RIFT VALLEY,Uasin Gishu,eldoret,Eldoret Yard,Mary Wanj1ku,referal,Totoya,harrier,SUV,2023,Gasoline,automatic,Blue,2,4117000,"3,198,000",0.1,69000,"KSh 67,000",Cash,complete,Transit,2.8,37,Returned,"KSh -7,479,600"
