record_id,student_id,student_full_name,gender,date_of_birth,admission_date,grade_level,class_stream,school_id,school_name,school_type,school_subcounty,school_county,school_region,school_country,student_subcounty,student_county,student_region,student_country,teacher_id,teacher_name,teacher_gender,teacher_subject_specialty,teacher_subcounty,teacher_county,teacher_region,teacher_country,subject_id,subject_name,term,academic_year,assessment_type,score,attendance_rate_pct,fee_balance_kes,scholarship_status,learning_mode,student_age corrected
EDU-0191,STU-1191,Anthony Nduta Njoroge,F,"Friday, 31 August 2012","Wednesday, 8 February 2023",8,Grade 7B,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Westlands,Nairobi,Nairobi,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Cat 1,77,0.88,2500,No,Day,10
EDU-0193,STU-1193,Hassan Makena Ali,F,"Friday, 30 September 2011","Friday, 28 July 2023",7,Grade 9A,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Kisauni,Mombasa,Coast,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Cat 2,35,0.88,0,No,Boarding,12
EDU-0195,STU-1195,Lucy Kariuki Mohamed,F,"Friday, 1 August 2014","Tuesday, 25 October 2022",8,Grade 7B,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Westlands,Nairobi,Nairobi,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Cat 2,86,0.9,1200,No,Hybrid,8
EDU-0199,STU-1199,Esther Langat Mogere,F,"Sunday, 6 January 2013","Thursday, 22 February 2024",7,Grade 9B,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Embakasi East,Nairobi,Nairobi,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Project,43,0.58,0,No,Boarding,11
EDU-0202,STU-1202,George Nyambura Mohamed,F,"Thursday, 6 January 2011","Thursday, 7 April 2022",9,Grade 9B,SCH010,Lurambi Green School,Public,Lurambi,Kakamega,Western,Kenya,Athi River,Machakos,Eastern,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Mid Term,74,0.92,5000,No,Day,11
EDU-0205,STU-1205,George Maina Omondi,F,"Sunday, 23 November 2014","Tuesday, 20 February 2024",8,Grade 8B,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Practical,4,1,0,No,Hybrid,9
EDU-0206,STU-1206,Collins Mburu Mutiso,F,"Sunday, 6 April 2014","Thursday, 5 October 2023",9,Grade 8B,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Naivasha,Nakuru,Rift Valley,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Project,41,0.95,0,No,Boarding,10
EDU-0207,STU-1207,Lians Makena Barasa,F,"Sunday, 20 May 2012","Wednesday, 26 January 2022",9,Grade 9B,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Langata,Nairobi,Nairobi,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Practical,25,0.8,0,No,Day,10
EDU-0212,STU-1212,Ivy Rotich Ali,F,"Monday, 23 June 2014","Wednesday, 16 November 2022",8,Grade 7A,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Kisauni,Mombasa,Coast,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Mid Term,81,0.77,0,No,Boarding,8
EDU-0215,STU-1215,Boniface Akinyi Juma,F,"Saturday, 6 September 2014","Thursday, 6 October 2022",8,Grade 8A,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Ruiru,Kiambu,Central,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Mid Term,47,0.8,0,No,Day,8
EDU-0218,STU-1218,Zainab Adhiambo Achieng,F,"Tuesday, 3 March 2015","Thursday, 16 March 2023",9,Grade 9B,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Embakasi East,Nairobi,Nairobi,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Cat 1,87,0.72,7500,No,Day,8
EDU-0227,STU-1227,Beatrice Maina Koech,F,"Monday, 16 March 2015","Thursday, 1 August 2024",8,Grade 9B,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Mvita,Mombasa,Coast,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Project,24,0.7,15000,No,Boarding,9
EDU-0235,STU-1235,Caroline Nduta Njoroge,F,"Sunday, 15 January 2012","Sunday, 22 September 2024",8,Grade 7A,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Kisauni,Mombasa,Coast,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,End Term,90,0.91,0,No,Boarding,13
EDU-0236,STU-1236,Leonard Wanjala Kamau,F,"Monday, 5 March 2012","Tuesday, 18 October 2022",7,Grade 9B,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Lurambi,Kakamega,Western,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Practical,95,0.77,0,No,Boarding,11
EDU-0239,STU-1239,Mary Mbugua Maiyo,F,"Sunday, 24 August 2014","Friday, 30 June 2023",7,Grade 7B,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Kisumu East,Kisumu,Nyanza,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Practical,47,0.63,0,No,Boarding,9
EDU-0240,STU-1240,Leonard Rotich Kimutai,F,"Monday, 13 May 2013","Friday, 17 March 2023",8,Grade 8B,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Athi River,Machakos,Eastern,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Mid Term,36,0.8,15000,No,Boarding,10
EDU-0241,STU-1241,Naomi Nduta Barasa,F,"Sunday, 14 December 2014","Friday, 15 December 2023",7,Grade 8B,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Embakasi East,Nairobi,Nairobi,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Mid Term,87,0.68,5000,No,Hybrid,9
EDU-0244,STU-1244,Rose Ochieng Kamau,F,"Thursday, 1 November 2012","Wednesday, 14 December 2022",8,Grade 9B,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Athi River,Machakos,Eastern,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Mid Term,93,0.9,0,No,Day,10
EDU-0248,STU-1248,Hellen Wekesa Rono,F,"Monday, 6 September 2010","Wednesday, 23 November 2022",9,Grade 9A,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Naivasha,Nakuru,Rift Valley,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Cat 1,59,0.8,5000,No,Day,12
EDU-0250,STU-1250,Susan Wafula Koech,F,"Friday, 5 July 2013","Wednesday, 6 March 2024",8,Grade 8B,SCH010,Lurambi Green School,Public,Lurambi,Kakamega,Western,Kenya,Mvita,Mombasa,Coast,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Mid Term,71,0.59,10000,No,Hybrid,11
EDU-0253,STU-1253,Rose Mwikali Serem,F,"Wednesday, 16 April 2014","Thursday, 7 March 2024",7,Grade 9B,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Ruiru,Kiambu,Central,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Mid Term,77,0.8,0,No,Boarding,10
EDU-0256,STU-1256,Esther Koech Njoroge,F,"Sunday, 19 February 2012","Wednesday, 20 December 2023",8,Grade 8A,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Westlands,Nairobi,Nairobi,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Cat 1,47,0.97,10000,No,Boarding,12
EDU-0257,STU-1257,Theo Kiplagat Mburu,F,"Saturday, 18 December 2010","Thursday, 9 November 2023",8,Grade 7B,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Ruiru,Kiambu,Central,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,End Term,43,0.57,2500,No,Boarding,13
EDU-0259,STU-1259,Kevin Nyanchama Wanjala,F,"Friday, 10 January 2014","Friday, 13 January 2023",8,Grade 8A,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Athi River,Machakos,Eastern,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Mid Term,106,0.94,7500,No,Boarding,9
EDU-0270,STU-1270,Martin Kiplagat Muthama,F,"Friday, 7 February 2014","Saturday, 14 May 2022",9,Grade 7A,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,End Term,67,0.8,0,No,Boarding,8
EDU-0271,STU-1271,Felix Moraa Wekesa,F,"Saturday, 4 October 2014","Wednesday, 8 May 2024",8,Grade 8A,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Naivasha,Nakuru,Rift Valley,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Cat 1,88,0.89,1200,No,Hybrid,10
EDU-0272,STU-1272,Kevin Njoroge Bett,F,"Monday, 4 October 2010","Sunday, 12 May 2024",7,Grade 9B,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Langata,Nairobi,Nairobi,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Practical,0,1,2500,No,Day,14
EDU-0274,STU-1274,David Kilonzo Kamau,F,"Sunday, 21 April 2013","Thursday, 22 September 2022",8,Grade 8A,SCH010,Lurambi Green School,Public,Lurambi,Kakamega,Western,Kenya,Lurambi,Kakamega,Western,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Cat 1,23,0.97,15000,No,Day,9
EDU-0282,STU-1282,Dennis Langat Kamau,F,"Monday, 30 July 2012","Wednesday, 15 June 2022",8,Grade 7A,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Athi River,Machakos,Eastern,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Practical,97,0.83,10000,No,Hybrid,10
EDU-0284,STU-1284,Winnie Nyanchama Onyango,F,"Sunday, 11 November 2012","Tuesday, 6 June 2023",8,Grade 8B,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Thika Town,Kiambu,Central,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Practical,33,0.85,15000,No,Day,11
EDU-0288,STU-1288,Mary Omondi Njeri,F,"Tuesday, 30 August 2011","Thursday, 9 May 2024",9,Grade 7A,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Mvita,Mombasa,Coast,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Cat 2,38,0.9,7500,No,Boarding,13
EDU-0289,STU-1289,Felix Wairimu Muli,F,"Monday, 6 December 2010","Saturday, 29 October 2022",7,Grade 7A,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Mid Term,0,0.84,0,No,Hybrid,12
EDU-0293,STU-1293,Stephen Adhiambo Onyango,F,"Tuesday, 2 August 2011","Monday, 29 April 2024",7,Grade 9A,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Cat 1,94,0.71,0,No,Day,13
EDU-0296,STU-1296,Gladys Chebet Mogere,F,"Monday, 22 September 2014","Monday, 22 January 2024",9,Grade 8A,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Kisauni,Mombasa,Coast,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Practical,106,0.95,15000,No,Boarding,9
EDU-0298,STU-1298,Trixie Koech Njoroge,F,"Saturday, 27 February 2010","Friday, 12 August 2022",9,Grade 8B,SCH010,Lurambi Green School,Public,Lurambi,Kakamega,Western,Kenya,Westlands,Nairobi,Nairobi,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Project,24,0.76,7500,No,Boarding,12
EDU-0300,STU-1300,Ivy Maina Chebet,F,"Friday, 30 April 2010","Tuesday, 17 January 2023",8,Grade 9A,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Kisauni,Mombasa,Coast,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Cat 1,38,0.91,15000,No,Hybrid,13
EDU-0301,STU-1301,Purity Wambui Chebet,F,"Thursday, 10 March 2011","Friday, 30 August 2024",9,Grade 7B,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Athi River,Machakos,Eastern,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Practical,70,0.8,0,No,Boarding,13
EDU-0303,STU-1303,Cynthia Ochieng Onyango,F,"Tuesday, 7 February 2012","Monday, 4 July 2022",8,Grade 8B,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Thika Town,Kiambu,Central,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kiambu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Practical,47,0.95,5000,No,Day,10
EDU-0306,STU-1306,Naomi Cherono Kamau,F,"Sunday, 7 March 2010","Thursday, 14 April 2022",8,Grade 8A,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Embakasi East,Nairobi,Nairobi,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Mid Term,0,0.73,7500,No,Boarding,12
EDU-0308,STU-1308,Pauline Barasa Nyaga,F,"Thursday, 17 January 2013","Monday, 18 September 2023",7,Grade 7A,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Practical,33,0.68,10000,No,Boarding,11
EDU-0309,STU-1309,Clinton Muthoni Wario,F,"Sunday, 27 July 2014","Sunday, 10 December 2023",7,Grade 9A,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Naivasha,Nakuru,Rift Valley,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Mid Term,82,0.7,2500,No,Boarding,9
EDU-0312,STU-1312,Mary Ochieng Chege,F,"Friday, 12 March 2010","Tuesday, 5 December 2023",7,Grade 9A,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Cat 1,36,0.93,7500,No,Hybrid,14
EDU-0314,STU-1314,Sharon Ochieng Juma,F,"Monday, 18 January 2010","Thursday, 22 September 2022",9,Grade 7B,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Langata,Nairobi,Nairobi,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,End Term,33,0.99,1200,No,Day,13
EDU-0323,STU-1323,Pauline Wanjala Muthama,F,"Thursday, 11 September 2014","Thursday, 4 May 2023",7,Grade 8A,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Kisumu East,Kisumu,Nyanza,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Cat 1,0,0.92,7500,No,Boarding,9
EDU-0001,STU-1001,Omar Kiplagat Njoroge,M,"Wednesday, 13 July 2011","Thursday, 25 May 2023",9,Grade 8B,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Ruiru,Kiambu,Central,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Mid Term,51,0.59,2500,No,Day,12
EDU-0019,STU-1019,Lians Wanjiru Wekesa,M,"Thursday, 1 November 2012","Tuesday, 3 May 2022",7,Grade 9A,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Naivasha,Nakuru,Rift Valley,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Mid Term,44,0.74,1200,No,Day,10
EDU-0025,STU-1025,Leonard Nduta Mburu,M,"Tuesday, 6 May 2014","Saturday, 26 August 2023",9,Grade 8A,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Kisauni,Mombasa,Coast,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Mid Term,29,0.76,10000,No,Day,9
EDU-0032,STU-1032,Dennis Mbugua Macharia,M,"Friday, 2 September 2011","Wednesday, 9 November 2022",9,Grade 9B,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Thika Town,Kiambu,Central,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,End Term,33,0.98,2500,No,Day,11
EDU-0034,STU-1034,Sharon Moraa Serem,M,"Saturday, 12 July 2014","Thursday, 24 November 2022",7,Grade 9B,SCH010,Lurambi Green School,Public,Lurambi,Kakamega,Western,Kenya,Athi River,Machakos,Eastern,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Practical,0,0.9,0,No,Boarding,8
EDU-0047,STU-1047,Dennis Kiptoo Kipsang,M,"Saturday, 15 December 2012","Saturday, 18 November 2023",9,Grade 7A,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Ruiru,Kiambu,Central,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Cat 1,41,0.67,5000,No,Day,11
EDU-0054,STU-1054,Samuel Nyambura Kariuki,M,"Sunday, 19 September 2010","Thursday, 29 August 2024",7,Grade 8A,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Embakasi East,Nairobi,Nairobi,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Project,22,0.85,7500,No,Boarding,14
EDU-0056,STU-1056,Purity Auma Kipsang,M,"Saturday, 25 May 2013","Saturday, 9 April 2022",8,Grade 7A,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Practical,23,0.68,1200,No,Boarding,9
EDU-0057,STU-1057,Winnie Barasa Njeri,M,"Friday, 1 June 2012","Saturday, 29 July 2023",8,Grade 8A,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Naivasha,Nakuru,Rift Valley,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Practical,55,0.73,15000,No,Hybrid,11
EDU-0060,STU-1060,Agnes Njoroge Serem,M,"Friday, 24 January 2014","Wednesday, 23 February 2022",9,Grade 7B,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Mid Term,96,0.99,10000,No,Hybrid,8
EDU-0063,STU-1063,Gladys Wairimu Mwakio,M,"Friday, 4 June 2010","Saturday, 20 July 2024",7,Grade 7A,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Kisauni,Mombasa,Coast,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Cat 3,45,0.66,5000,No,Boarding,14
EDU-0066,STU-1066,Victor Koech Kariuki,M,"Saturday, 23 July 2011","Thursday, 4 April 2024",9,Grade 8B,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Ruiru,Kiambu,Central,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Practical,34,0.55,15000,No,Boarding,13
EDU-0073,STU-1073,Navas Makena Ali,M,"Wednesday, 12 February 2014","Monday, 25 December 2023",9,Grade 9B,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Embakasi East,Nairobi,Nairobi,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Cat 2,47,0.68,5000,No,Boarding,10
EDU-0075,STU-1075,Agnes Mutua Kariuki,M,"Wednesday, 3 October 2012","Monday, 18 September 2023",8,Grade 8A,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Kisumu East,Kisumu,Nyanza,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Cat 1,29,0.65,10000,No,Boarding,11
EDU-0076,STU-1076,Herbert Nekesa Gichuru,M,"Thursday, 10 January 2013","Saturday, 11 March 2023",8,Grade 8B,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Athi River,Machakos,Eastern,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Mid Term,31,1,5000,No,Hybrid,10
EDU-0077,STU-1077,Doreen Kariuki Koech,M,"Monday, 18 March 2013","Saturday, 20 May 2023",9,Grade 8B,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Langata,Nairobi,Nairobi,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Project,77,0.81,2500,No,Day,10
EDU-0079,STU-1079,Elijah Omondi Muli,M,"Tuesday, 4 August 2015","Wednesday, 11 September 2024",8,Grade 9A,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,End Term,79,0.71,5000,No,Boarding,9
EDU-0083,STU-1083,Herbert Akinyi Nyongesa,M,"Wednesday, 5 September 2012","Saturday, 8 April 2023",7,Grade 7B,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Project,57,0.65,0,No,Boarding,11
EDU-0084,STU-1084,John Barasa Achieng,M,"Saturday, 28 May 2011","Sunday, 18 September 2022",8,Grade 9A,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Westlands,Nairobi,Nairobi,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,End Term,76,0.67,5000,No,Boarding,11
EDU-0090,STU-1090,Mary Wanjiru Bett,M,"Wednesday, 18 April 2012","Saturday, 14 October 2023",9,Grade 8A,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Kisauni,Mombasa,Coast,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Mid Term,24,0.65,7500,No,Boarding,11
EDU-0092,STU-1092,Dennis Odhiambo Maiyo,M,"Tuesday, 8 November 2011","Tuesday, 6 December 2022",8,Grade 8A,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Embakasi East,Nairobi,Nairobi,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Mid Term,43,0.8,7500,No,Day,11
