Employee ID,First Name,Last Name,Department,Salary,Hire Date,Age,Gender,Performance Score,Full-Time,Bonus,Marital Status,Education Level,Work Experience (Years),Employee Type,Office Location,Project Count,Last Promotion Year,Remote Work Status,Annual Training Hours,Manager Feedback Score
10165,Kiptoo,Ndegwa,Operations,56997,2002-02-27 00:00:00,41,Male,N/A,Yes,7683.42,Single,High School,23,Permanent,Tokyo,11,2022,Hybrid,151,3.6
10166,Tony,Odhiambo,IT,51101,2005-02-14 00:00:00,30,Male,1,Yes,3484.82,Married,Associate's,30,Contract,Berlin,16,2023,Fully Remote,43,3.5
10167,Linda,mwangi,Sales,"70,391",not available,36,Female,Excellent,Yes,9797.81,Widowed,PhD,,Contract,New York,15,2013,Hybrid,146,3.1
10168,Fiona,Karanja,HR,105863,2014-02-14 00:00:00,30,Female,6,No,7705.97,Married,High School,-1,Permanent,Tokyo,4,2021,On-Site,161,1.7
10169,Xavier,Onyango,Marketing,102723,2017-04-06 00:00:00,28,F,1,No,,Widowed,PhD,12,Permanent,Berlin,18,2019,Hybrid,46,2.3
10170,Akoth,Njoroge,HR,89405,2005-07-18 00:00:00,47,Male,6,N,5334.29,Divorced,Master's,14,Perm,Nairobi,16,2016,On-Site,18,3.8
10171,Grace,Ochieng,IT,64948,2017-02-24 00:00:00,45,Female,5,No,5844.89,Single,Bachelor's,12,Permanent,New York,2,2017,Fully Remote,120,2.7
10172,Felix,Wanjala,HR,83031,2006-09-12 00:00:00,33,Male,4,Yes,7105.38,Divorced,Bachelor's,24,Contract,New York,16,2013,On-Site,143,
10173,Eunice,Cherono,HR,67921,2016-08-25 00:00:00,41,Female,5,Yes,5229.07,Married,Bachelor's,17,Intern,New York,14,2017,On-Site,79,4
10174,Harun,Muriuki,Finance,102571,2013-03-16 00:00:00,35,Female,8,No,5092.71,Divorced,High School,1,Intern,London,18,2010,On-Site,51,1
10175,Quincy,Mutua,HR,107007,2001-07-14 00:00:00,43,Male,Poor,Yes,3995.42,Married,Master's,37,Permanent,San Francisco,14,2022,On-Site,108,
10176,queen,Omondi,Operations,58460,2007-04-05 00:00:00,37,Male,2,Yes,3078.88,Widowed,Bachelor's,11,Contract,New York,17,2018,Hybrid,28,3
10177,Edwin,Moraa,Marketing,51071,2014-05-15 00:00:00,50,Female,6,No,9488.9,Married,PhD,6,Permanent,San Francisco,11,2030,Fully Remote,154,2.5
10178,Purity,Njoki,Finance,96118,2010-09-09 00:00:00,53,Male,3,Yes,3517.17,Single,Bachelor's,15,Intern,NAIROBI,11,2013,On-Site,181,Good
10179,Miriam,Sang,Marketing,78282,2001-06-23 00:00:00,40,,2,Yes,1102.5,Married,Master's,23,Intern,London,2,2017,On-Site,187,1.7
10180,Pauline,Langat,IT,"88,445",2017-10-17 00:00:00,56,Female,1,No,2089.21,Married,PhD,23,Permanent,San Francisco,10,2021,Onsite,59,2.3
10181,Cynthia,Wafula,IT,$111067,2013-01-07 00:00:00,64,Male,4,No,8644.13,Widowed,PhD,38,Permanent,Berlin,9,2019,On-Site,74,2.6
10182,Tony,Omondi,IT,112208,2018-01-01 00:00:00,thirty,Male,8,Yes,6073.02,Divorced,High School,-1,Contract,Nairob,14,2011,Hybrid,82,2.7
10183,Omari,Moraa,Finance,84816,2016-04-25 00:00:00,41,Female,3,Yes,7898.42,Single,High School,12,Intern,Berlin,10,2023,On-Site,77,3.7
10184,Njeri,Achieng,Sales,115779,2008-08-02 00:00:00,61,Female,5,Yes,8183.42,Married,Associate's,7,Permanent,New York,0,2017,Fully Remote,167,2.8
10185,Noah,Muli,IT,33060,2009-01-02 00:00:00,35.5,Male,5,Yes,-,Single,Master's,37,Intern,Berlin,19,2019,On-Site,48,4.2
10186,Kiptoo,Njoroge,IT,43731,2007-02-23 00:00:00,29,Male,5,Yes,5730.83,Widowed,PhD,16,Permanent,Berlin,3,2015,On-Site,168,3.6
10187,Yvonne,Sang,Humman Res.,107830,2015-03-09 00:00:00,56,Male,9,Yes,2182.65,Divorced,Master's,38,Contract,London,7,2016,Hybrid,93,1.8
10188,Xavier,Atieno,Marketing,50719,2013-06-13 00:00:00,63,Female,8,Yes,1908.21,Divorced,Bachelor's,35,Intern,Nairobi,19,2016,On-Site,19,2.1
10189,Edwin,Njoroge,Finance,77042,2005-04-28 00:00:00,34,MALE,8,No,5952.85,Divorced,Bachelor's,29,Contract,Berlin,N/A,2011,Hybrid,49,1.3
10190,Kiptoo,Ndegwa,Marketing,79116,2008-08-11 00:00:00,62,Male,1,Yes,3981.89,Widowed,Associate's,39,Contract,London,16,2023,Fully Remote,126,4.8
10191,George,Wambui,Operations,56325,not available,27,MALE,1,Yes,5801.46,Married,PhD,17,Intern,Nairobi,14,2020,On-Site,66,4.5
10192,Edwin,Kariuki,finance,52597,2014-07-17 00:00:00,37,M,2,No,5235.54,Married,PhD,26,Permanent,New York,0,2011,Hybrid,96,1.3
10193,Lucy,Wafula,Operations,97439,2008-12-04 00:00:00,26,Female,8,Yes,6220.88,Married,Associate's,20,Contract,,2,2013,Fully Remote,182,3.3
10194,Queen,Njoki,HR,44551,2011-03-31 00:00:00,55,Female,1,Yes,805.06,Single,Bachelor's,25,Contract,London,16,2015,Fully Remote,17,4.8
10195,Rose,Kiprotich,HR,54278,2017-06-22 00:00:00,27,Male,4,No,811.95,Widowed,PhD,38,Intern,,3,2013,Hybrid,109,4
10196,Janet,Nyambura,H.R,45141,2005-03-10 00:00:00,54,Male,9,Yes,7355.15,Divorced,Master's,39,Intern,Berlin,7,2015,Hybrid,163,3
10197,Chebet,Wanjala,Operations,97913,2006-11-05 00:00:00,36,Male,2,No,2334.71,Widowed,PhD,37,Intern,New York,14,2014,On-Site,9,2
10198,Timothy,Achieng,Marketing,KES 63615,2017-11-13 00:00:00,36,Male,3,No,6695.89,Widowed,Bachelor's,19,Contract,London,7,2015,Fully Remote,87,
10199,Wanjiku,Muthama,Operations,92751,2007-09-30 00:00:00,35,Female,6,No,5692.47,Widowed,PhD,21,Permanent,New York,13,2018,Fully Remote,140,3.9
10200,Moses,Mwangi,Finance,57452,2010-08-09 00:00:00,60,Male,3,No,9827.05,Divorced,PhD,32,Permanent,London,5,2015,Hybrid,145,4.1
10201,Queen,Nyambura,HR,52725,2000-02-17 00:00:00,26,Male,4,No,8436.36,Divorced,Bachelor,28,Intern,San Francisco,14,2015,Fully Remote,,3.1
10202,SHARON,Kiptoo,HR,80391,2006-06-22 00:00:00,47,MALE,9,No,4424.78,Single,PhD,39,Contract,Tokyo,19,2020,Hybrid,21,1.5
10203,Zipporah,Wekesa,Sales,105060,2006-03-06 00:00:00,38,MALE,9,No,6355.92,Married,Associate's,12,Contract,New York,8,2020,On-Site,36,4.7
10204,Rahab,Kamau,Operations,41698,2015-07-07 00:00:00,64,Male,5,Yes,1614.25,Married,Associate's,N/A,Contract,Berlin,4,2017,Hybrid,9,4.4
10205,Edwin,Sang,Human Resource,116711,2019-12-13 00:00:00,35.5,Male,7,No,4170.67,Single,Master's,28,Intern,New York,12,2014,On-Site,130,1.6
10206,David,Ochieng,IT,107850,2012-10-16 00:00:00,56,Male,9,No,7471.93,Divorced,Associates,21,Contract,London,6,2014,Hybrid,141,1.2
10207,Baraka,Onyango,Info Tech,32365,2017-09-06 00:00:00,59,Male,8,Yes,6415.38,Divorced,Master's,16,Contract,Londn,16,2019,On-Site,111,3.1
10208,Joy,Langat,Finance,73372,2002-01-23 00:00:00,44,Male,7,Yes,,Single,Bachelor's,23,Permanent,San Francisco,7,2022,Fully Remote,166,2.1
10209,Abdi,Ndegwa,IT,74134,2014-02-11 00:00:00,34,Female,8,No,2177.03,Married,Bachelor's,26,Intern,London,4,2020,Fully Remote,5,2.1
10210,Brian,Barasa,Sales,67823,2019-04-29 00:00:00,54,Male,5,No,8129.89,Widowed,High School,15,Intern,Nairobi,6,2010,Hybrid,172,1.3
10211,Edwin,Mugambi,Operations,101158,2007-09-03 00:00:00,50,F,5,No,3095.08,Widowed,MSc,37,Intern,Berlin,7,2015,Hybrid,186,4.8
10212,Abdi,Moraa,Finance,31949,2012-09-23 00:00:00,55,Female,5,NO,8294.55,Married,PhD,12,Contract,Berlin,6,2010,On-Site,130,4.3
10212,Victor,Achieng,Finance,79396,2009-12-31 00:00:00,55,Female,1,Yes,6310.29,Widowed,PhD,4,Contract,London,11,2020,Hybrid,36,1.5
10214,Victor,Ndegwa,Marketing,61912,2001-02-06 00:00:00,48,Female,6,Yes,4040.95,Divorced,Master's,35,Permanent,Nairobi,5,2017,Hybrid,130,4.5
10215,Samuel,Otieno,Finance,86947,2014-04-23 00:00:00,36,Male,5,N,885.75,Single,Master's,31,Intern,San Francisco,3,2019,Fully Remote,103,3.7
10216,Chebet,Makori,IT,74387,2005-09-17 00:00:00,30,Male,8,Yes,2707.98,Married,PhD,27,Contract,New York,2,2018,Hybrid,117,2.3
10217,Pauline,Wambui,IT,93965,2018-05-30 00:00:00,47,Male,8,Yes,8946.17,Single,PhD,32,Permanent,Tokyo,4,2015,Hybrid,182,4.5
10218,David,Mwangi,Operations,46508,2006-02-05 00:00:00,24,Male,2,Yes,8270.76,Widowed,High School,33,Contract,Berlin,18,2023,Hybrid,191,3.4
10219,Yara,Wafula,Operations,75592,2016-11-07 00:00:00,57,Female,6,Yes,5961.11,Widowed,High School,13,Inten,San Francisco,7,2018,Hybrid,194,4.4
10220,Cynthia,Moraa,Finance,31919,2009-05-03 00:00:00,26,Femle,6,No,4930.06,Divorced,High School,37,Intern,San Francisco,4,2011,Fully Remote,15,2.9
10221,Daisy,Odhiambo,Information Tech,72595,2008-03-09 00:00:00,41,Female,3,Yes,6647.86,Divorced,PhD,2,Intern,San Francisco,12,2018,Hybrid,27,3
10222,Amina,Naliaka,HR,39617,2012-09-17 00:00:00,41,Male,1,Yes,4929.36,Widowed,Master's,38,Contract,New York,9,2013,Hybrid,123,2.2
10223,Wanjiku,Kiptoo,Marketing,105268,2003-02-23 00:00:00,26,Female,7,No,6620.9,Widowed,Associate's,37,Contract,San Francisco,5,2012,Fully Remote,30,2.6
10224,Amina,Barasa,HR,63298,2000-03-03 00:00:00,31,Male,5,Part-time,,Divorced,Associate's,5,Contract,San Francisco,0,2010,On-Site,67,3.3
10225,Kevin,Onyango,Finance,36929,2013-07-10 00:00:00,37,Female,5,No,8465.72,Divorced,Master's,18,Contract,Nairob,10,2010,On-Site,178,4.8
10226,Zachary,Atieno,Finance,44456,2008-08-19 00:00:00,46,Male,8,No,7168.22,Married,Master's,17,Contract,London,19,2017,Fully Remote,73,3.4
10227,Noah,Onyango,HR,116676,2002-10-05 00:00:00,46,Female,5,Yes,3634.77,Divorced,Master's,2,Intern,San Francisco,N/A,2011,Fully Remote,N/A,1.6
10228,Uma,,Marketing,113721,2016-04-04 00:00:00,51,Female,5,Yes,8391.33,Divorced,High School,35,Intern,San Francisco,15,2010,On-Site,138,1
10229,Hope,Korir,HR,67924,2005-07-24 00:00:00,35,Male,1,No,5129.75,Married,Bachelor's,14,Contract,London,14,2011,Hybrid,55,4.4
10230,Janet,Wekesa,Marketing,54240,2003-08-15 00:00:00,43,Female,2,Yes,2159.07,Single,PhD,12,Contract,New York,4,2012,On-Site,47,2.5
10231,ABDI,Mburu,IT,117381,2005-09-12 00:00:00,64,Female,0,No,1238.27,Divorced,High School,33,Intern,London,ten,2013,Hybrid,174,2.3
10232,Joy,Kilonzo,Sales,"39,228",2002-01-21 00:00:00,49,Male,7,No,7146.25,Married,Associate's,7,Permanent,London,0,2022,Fully Remote,145,4.2
10233,Akoth,Otieno,Operations,51686,2011-05-07 00:00:00,51,Female,3,Yes,8718.65,Single,PhD,39,Intern,London,14,2020,Fully Remote,29,
10234,Faith,MURIUKI,IT,41920,05-07-20,40,Female,1,No,8170.7,Single,Master's,9,Intern,London,3,,Fully Remote,134,4
10235,Rose,Wekesa,Sales,37432,2004-07-18 00:00:00,59,Female,2,No,6728.68,Divorced,Associate's,5,Intern,Tokyo,15,2016,On-Site,18,1.7
10236,David,Karanja,Sales,93575,2001-12-01 00:00:00,63,Female,3,Yes,1843.06,Divorced,Master's,4,Intern,Berlin,6,2021,Fully Remote,N/A,2.6
10237,Winnie,Cherono,Sales,101725,2002-12-16 00:00:00,41,Male,9,Yes,1393.42,Single,Master's,32,Permanent,New York,7,2014,On-Site,109,4
10238,Lucy,Ochieng,Finance,63910,05-07-20,56,Prefer not say,8,No,3777.78,Married,High Sch,5,Contract,Nairobi,1,2014,Hybrid,108,4.6
10239,Abdi,Bett,Sales,KES 60226,2004-03-20 00:00:00,43,Female,4,Yes,8621.65,Divorced,Bachelors,8,Contract,San Fransisco,11,2023,Hybrid,172,5
10240,Samuel,Sang,Marketing,103150,2008-04-20 00:00:00,36,Male,8,No,9636.49,Single,Associate's,13,Contrct,San Francisco,,2015,Hybrid,43,3
10241,Zachary,Bett,HR,89099,2016-11-19 00:00:00,32,Female,9,Yes,2792.93,Single,Associate's,4,Intern,Tokyo,13,2010,Fully Remote,157,4.3
10242,Felix,Mutua,human resources,116760,2017-06-04 00:00:00,55,Male,3,No,7739.91,Married,Master's,11,Intern,San Francisco,18,2015,Hybrid,52,
10243,Moses,Bett,HR,48013,2005-06-06 00:00:00,45,Female,6,YES,5951.76,Widowed,High School,15,Intern,London,19,2022,Fully Remote,119,2.1
10244,Wanjiku,Maina,Operatons,51446,2000-11-10 00:00:00,27,Female,8,Yes,802.17,Married,Associate's,18,Contract,New York,5,Never,On-Site,53,2.5
10245,Queen,Njoki,Operations,100375,2017-08-16 00:00:00,38,Male,7,Yes,5657.71,Single,High School,20,Intern,Nairobi,18,2020,on-site,165,4.9
10246,Wairimu,Muli,HR,$92509,2008-06-08 00:00:00,49,Female,9,Yes,8156.43,Married,PhD,1,Permanent,Nairobi,16,2015,Hybrid,31,1
,Peter,Kiprotich,Marketing,30557,31/04/2021,52,Female,7,Yes,3123.17,Divorced,,1,Contract,San Francisco,ten,2023,Fully Remote,49,2.2
10248,Baraka,Kiptoo,Operatons,60666,2019-08-12 00:00:00,57,Female,1,No,9024.94,Single,High School,N/A,Permanent,Berlin,19,2020,Fully Remote,35,4.7
10249,Winnie,Sang-Jr,Sales,67389,2013-12-31 00:00:00,30,Female,9,No,2744.47,Married,PHD,29,Permanent,San Francisco,9,2014,On-Site,67,2.2
10250,Zachary,Njoki,Finance,77700,2012-12-16 00:00:00,31,,5,Yes,1226.49,Married,High School,29,Contract,Berlin,12,2019,Fully Remote,116,1.9
10251,ESTHER,Musyoka,Operations,54578,2006-05-03 00:00:00,42,Male,6,No,2019.42,Married,Master's,24,Permanent,Berlin,19,2018,On-Site,170,3.9
10252,Daisy,Mboya,Finance,104779,2005-11-05 00:00:00,55,Male,2,Yes,8451.53,Married,Associates,20,Permanent,London,17,2019,Fully Remote,,4
10253,Tony,Abdi,Sales,39596,,52,Male,2,No,4464.41,Single,High School,30,Intern,New York,18,2019,Fully Remote,172,2.9
10254,Timothy,Wafula,Sales,87500,2004-07-07 00:00:00,50,Female,4,YES,8070.98,Married,High School,38,Permanent,San Francisco,16,2014,Hybrid,190,4.8
10255,Njeri,Kamau,Operations,102534,2008-10-24 00:00:00,64,Female,4,No,5546.71,Single,Bachelor's,5,Intern,New York,7,2018,Fully Remote,69,1.8
10256,Lucy,Ochieng,Operations,40129,2018-11-22 00:00:00,64,Female,0,Yes,5065.31,Single,Master's,10,Permanent,London,17,2019,On-Site,15,4.7
10257,James,Abdi,Sales,93394,2010-05-28 00:00:00,32,Female,7,Yes,8165.67,Widowed,Bachelor's,6,Intern,Berlin,6,2016,Hybrid,147,4
10258,Lucy,Muli,IT,96046,2006-10-14 00:00:00,54,Male,1,No,4523.13,Widowed,PhD,4,Contract,London,10,2012,Hybrid,101,2.5
10259,Daisy,Musyoka,Finance,41596,2011-02-19 00:00:00,22,Male,4,No,8119.31,Divorced,PhD,4,Contract,Tokyo,2,2020,Fully Remote,189,4.2
10260,Tony,Musyoka,Humna Resources,95355,2004-11-10 00:00:00,42,Male,9,No,1456.29,Widowed,Master's,7,Contract,London,1,2018,On-Site,116,1.5
10261,Peter,Awino,IT,42974,2005-05-20 00:00:00,44,Female,8,No,-,Single,Bachelor's,33,Intern,Nairobi,18,2019,On-Site,157,1.5
10262,Gilbert,Mutua,Marketing,96673,2019-04-25 00:00:00,30,Female,3,Yes,7174.58,Single,Master's,9,Permanent,Nairobi,10,2016,Hybrid,171,4.7
10263,Omari,Koech,Operations,100202,2016-08-03 00:00:00,22,Female,6,Yes,9041.43,Divorced,Bachelor's,26,Permanent,London,7,2013,Hybrid,37,1.4
10264,Janet,Cherono,HR,104442,2004-11-02 00:00:00,42,Female,9,No,2631.08,Divorced,Associate's,21,Contract,London,10,2023,Fully Remote,,1
10265,Baraka,Langat,Sales,51818,2010-06-12 00:00:00,43,Male,8,Yes,6240.09,Single,Master's,55,Intern,Tokyo,1,2021,Hybrid,190,2.6
10266,Timothy,Langat,Sales,,2000-08-29 00:00:00,25,Male,7,No,4615.94,N/A,PhD,33,Intern,New York,11,2018,Fully Remote,15,1.4
10267,Caleb,Barasa,IT,85598,2013-02-18 00:00:00,22,Male,7,Yes,4136.33,Widowed,Bachelor's,33,Contract,London,8,2015,Fully Remote,145,4.5
10268,Olive,Muli,Finance,32654,2008-01-28 00:00:00,31,,1,No,1513.78,Single,Associate's,5,Permanent,New York,5,2018,Fully Remote,73,4.7
10269,Zipporah,Mburu,Marketing,63758,2013-03-29 00:00:00,36,Femle,5,Yes,1775.22,Single,PhD,21,Contract,Nairobi,11,2013,On-Site,25,2.9
10270,Caleb,Musyoka,Finance,54204,2016-12-31 00:00:00,57,Female,7,Full time,8451.39,Married,Bachelor's,27,Permanent,San Francisco,17,2019,On-Site,7,2.7
10271,Esther,Mutua,Sales,64928,2019-06-25 00:00:00,50,Male,2,Yes,7622.66,Married,Associate's,1,Contract,Berlin,4,1900,Hybrid,158,3.2
10272,Njeri.,Bett,Operations,83609,2017-11-08 00:00:00,26,Male,6,No,4132.24,Widowed,PhD,16,Permanent,San Francisco,16,2022,On-Site,165,1.9
10273,Yusuf,Makori,HR,60552,2017-11-18 00:00:00,50,Female,2,Yes,8370.62,Divorced,PhD,35,Intern,Londn,15,2023,Fully Remote,98,2.2
010274,Terry,Cherono,IT,40336,2016-03-07 00:00:00,48,Female,3,yes,1267.28,Single,Associate's,36,Contract,Tokyo,11,2018,Fully Remote,26,1.4
10275,Irene,Mboya,Operations,77037,2022-06-01,46,Female,1,No,6435.35,Widowed,PhD,32,Permanent,New York,1,2019,On-Site,66,2.8
10276,Wairimu,Njoroge,Marketing,46206,2006-03-06 00:00:00,37,Male,3,Yes,8747.67,Married,Bachelor's,29,Permanent,New York,15,1900,Hybrid,9,3.4
10277,Xavier,Mboya,Operations,64831,2011-04-04 00:00:00,37,Male,7,Yes,8469.21,Divorced,Bachelor's,39,Permanent,London,0,2023,Fully Remote,151,4.7
10278,Abdi,Awino,Operations,73563,2009-03-22 00:00:00,57,Male,5,Yes,4041.44,Widowed,PhD,23,Permanent,San Francisco,19,2013,Hybrid,13,4
10279,Valerie,Ndegwa,Marketing,48361,2013-11-29 00:00:00,46,Male,4,No,7579.72,Divorced,High School,15,Intern,New York,1,2020,On-Site,62,3.9
10280,David,Kilonzo,Info Tech,$71335,2020/13/05,62,Female,8,No,4560.95,Widowed,Associate's,26,Permanent,Nairobi,12,2011,Hybrid,28,2.2
10281,Omari,Moraa,IT,104469,2007-09-28 00:00:00,22,Male,8,No,8481.31,Divorced,High School,5 years,Intern,New York,15,2016,Fully Remote,171,4.6
10282,YUSUF,Muthoni,Sales,55816,2003-06-06 00:00:00,26,Female,1,Yes,5542.24,Divorced,Bachelor's,25,Permanent,Nairobi,0,2016,On-Site,65,4.8
10283,Noah,Kariuki,Finance,45619,2006-10-23 00:00:00,62,Male,9,No,7766.14,Single,PhD,2,Intern,New York,18,2021,Fully Remote,131,4.7
10284,Sharon,Mutua,Operations,56819,2013-02-06 00:00:00,41,Female,9,yes,1246.43,Divorced,Master's,12,Intern,Berlin,3,2014,Fully Remote,52,
10285,Amina,Muthoni,IT,41741,2009-11-12 00:00:00,26,Female,2,No,6105.25,Married,Master's,19,Permanent,New York,19,2017,Hybrid,182,3.4
10286,Nancy,Odhiambo,Finance,38798,2009-08-22 00:00:00,57,Femle,2,No,5727.7,Single,High School,32,Intern,Berlin,2,2015,Hybrid,66,3.6
10287,Timothy,Onyango,Finance,55143,2014-02-11 00:00:00,50,Male,8,No,6294.78,Divorced,Associates,23,Contract,Tokyo,1,2010,On-Site,185,2.2
10288,Rose,Karanja,Operations,79695,2013-07-13 00:00:00,thirty,Female,6,NO,7108.6,Married,High School,5,Permanent,Berlin,11,Never,Fully Remote,153,5
10289,Vincent,Wekesa,IT,62747,2012-05-14 00:00:00,39,Male,3,No,9222.04,Married,Bachelor's,25,Contract,San Francisco,12,2023,Fully Remote,42,2.2
10290,Grace,Langat,Sales,,2004-07-01 00:00:00,23,Female,2,No,7963.98,Widowed,Bachelor's,35,Intern,New York,17,2021,Fully Remote,122,1.9
10291,sharon,Omondi,Operations,39415,2003-04-27 00:00:00,37,Male,5,Yes,2586.56,Single,PhD,29,Intern,Berlin,4,2013,On-Site,63,2.9
10292,Pauline,Mboya,Marketing,KES 41085,2012-11-16 00:00:00,50,Male,8,No,8346.01,Single,Bachelor's,55,Contract,New York,11,2010,On-Site,101,2.3
10293,Baraka,Kimani,Human Resource,KES 45008,2014-11-17 00:00:00,54,Male,6,Yes,1659.76,Widowed,PhD,20,Permanent,New York,18,2014,On-Site,175,4.7
10294,Moses,Njoki,H.R,117638,2000-01-20 00:00:00,37,Male,3,No,N/A,Widowed,PhD,36,Contract,Berlin,0,2014,Remote,21,2.8
10295,Sharon,Mutua,Finance,KES 48452,2001-11-06 00:00:00,56,Male,9,No,8886.16,Widowed,High School,7,Intern,New York,8,2013,Hybrid,73,2.6
10296,Gilbert,Muli,Marketing,94075,2012-04-04 00:00:00,64,Female,8,Yes,1460.66,Single,Master's,22,Permanent,San Francisco,0,2018,Fully Remote,176,3.5
10297,George,Achieng,HR,38120,2001-08-31 00:00:00,63,Male,6,Yes,8572.08,Married,High School,18,Contract,Nairobi,N/A,2017,Hybrid,195,1.3
10298,Zipporah,Nyambura,Operations,94385,2017-03-18 00:00:00,38,Female,1,Yes,8086.9,Married,Bachelor's,21,Contract,Nairobi,2,2023,Fully Remote,27,4
10299,Mercy,Wambui,IT,103356,2000-03-02 00:00:00,,Female,2,Yes,5285.87,Divorced,Master's,22,Permanent,Nairobi,5,2019,Fully Remote,107,4.1
10300,Noah,Chebet,Operations,48170,2003-06-19 00:00:00,25,Female,4,N,3434.53,Single,Bachelor's,39,Contract,Nairobi,3,2023,Hybrid,158,2.9
10301,Esther,Moraa,IT,46259,2006-04-04 00:00:00,46,Male,2,No,4351.66,Single,Master's,12,Permanent,Tokyo,11,2012,On-Site,98,4.8
10302,Omari,Mwangi,IT,52099,2003-02-28 00:00:00,54,Female,,No,9702.25,Widowed,Bachelor's,11,Permanent,London,11,2014,Fully Remote,180,3.3
10303,Kennedy,Ochieng,Marketing,39649,05-07-20,35,Female,8,No,2416.13,Single,Master's,12,Contract,,4,2015,On-Site,179,3.8
10304,Kiptoo,Kariuki,Sales,89258,2004-06-14 00:00:00,45,Female,9,No,6006.24,Single,Associate's,26,Permanent,Berlin,12,2014,Hybrid,50,4.7
10305,Mercy,Njoroge,IT,71037,2010-03-05 00:00:00,32,Female,6,,1290.79,Married,Associate's,30,Permanent,San Francisco,11,2017,Fully Remote,33,3.7
10306,Stella,Odhiambo,Operations,41805,2014-05-09 00:00:00,46,Female,4,Yes,2569.98,Single,PhD,15,Intern,,3,2014,On-Site,38,2.7
10307,Winnie,JUMA,Marketing,73147,,49,Female,2,Yes,7751.51,Single,Bachelor's,8,Contrct,Tokyo,5,2017,Hybrid,14,
EMP-10308,,Muriuki,IT,104280,2013-10-01 00:00:00,4,,7,Yes,3374.69,Married,PhD,18,Intern,Tokyo,,2021,Fully Remote,24,3.9
10309,Kennedy,Korir,human resources,76053,2017-10-03 00:00:00,57,Female,7,Yes,9864.78,Single,High School,10,Contract,Berlin,5,2019,Hybrid,38,4.9
10310,Hassan.,Ndegwa,Sales,106215,2003-12-13 00:00:00,31,Female,9,No,5257.76,Married,High School,8,Contract,New York,,2023,On-Site,105,2.9
10311,faith,Achieng,Finance,40985,2004-07-11 00:00:00,57,Male,5,Yes,5407.12,Widowed,High School,38,Contract,Nairobi,10,,Fully Remote,145,2.4
10312,fiona,Maina,IT,42391,2006-11-07 00:00:00,52,Female,4,Yes,844.99,Married,PhD,35,Contract,New York,13,2014,Fully Remote,91,3.1
10313,Samuel,Muthoni,IT,34861,2008-12-13 00:00:00,40,Male,6,No,9587,Single,High School,20,Temporary,New York,2,2013,Fully Remote,142,3.9
10314,Beatrice,Wambui,HR,93582,2000-10-08 00:00:00,39,Male,2,No,2155.22,Widowed,Bachelor's,12,Permanent,Tokyo,7,2022,Hybrid,49,1
10315,Miriam,Kiprotich,Operations,81928,2013-08-21 00:00:00,27,Female,2,No,5614.24,Widowed,Master's,3,Intern,New York,3,2020,Hybrid,132,4.5
10316,Oscar,Wekesa,Sales,64364,2002-10-21 00:00:00,49,Female,9,No,4258.91,Single,PhD,20,Permanent,Nairobi,15,2015,Hybrid,93,4.5
10317,Olive,Langat,Sales,112399,2013-03-11 00:00:00,28,Male,7,Yes,4448.05,Divorced,Master's,12,Contract,Nairobi,17,2012,On site,86,3.2
10318,Felix,Kiptoo,H.R,72923,2016-02-20 00:00:00,59,Male,7,No,6611.35,Married,High School,24,Permanent,New York,6,2021,on-site,123,1.5
10319,Gilbert,Wafula,IT,37919,2009-04-26 00:00:00,33,Male,5,Yes,6789.84,Married,Associate's,16,Intern,New York,10,Never,Hybrid,96,3.7
10320,Isaac,Omondi,Marketing,85896,2003-05-20 00:00:00,62,Male,7,No,1965.74,Divorced,Master's,10,Contract,Nairobi,7,2013,Hybrid,140,1.6
10321,WANJIKU,Kiprotich,IT,115818,2011-06-14 00:00:00,55,male,9,No,5246.07,Widowed,Master's,19,Inten,Nairobi,19,2020,Hybrid,9,3
10322,Janet,Kilonzo,Finance,77396,2013-01-12 00:00:00,35.5,Male,5,Yes,8009.54,Divorced,Bachelor's,14,Intern,Berlin,5,2013,On-Site,24,1.4
10322,Queen,Makori,IT,64840,2013-07-28 00:00:00,38,Male,9,Yes,4711.22,Single,Master's,14,Permanent,Tokyo,15,2014,On-Site,125,3.4
10324,Dennis,Muthama,H.R,72255,2015-12-06 00:00:00,54,Male,1,No,2075.14,Divorced,Associate's,22,Intern,London,4,2020,Fully Remote,176,2.3
10325,Peter,Kiptoo,IT,101160,2016-12-26 00:00:00,44,Female,3,Yes,3475.56,Widowed,PhD,4,Intern,Berlin,5,2015,Hybrid,62,4.3
10326,Quincy,Maina,IT,38176,2019-01-01 00:00:00,30,Male,7,No,2517.61,Single,Master's,34,Intern,San Fransisco,5,2011,Fully Remote,152,4.2
10327,STELLA,Naliaka-Jr,H.R,63529,2017-01-29 00:00:00,27,Female,Excellent,No,1695.27,Single,Bachelor's,18,Contract,Remote,1,2019,Fully Remote,93,5
10328,,Mboya,HR,86406,2002-02-24 00:00:00,23,Female,2,Yes,4087.02,Single,High School,34,Permanent,London,6,2021,On-Site,,2
10329,Brian,Muriuki,HR,$42941,2015-07-13 00:00:00,17,Female,3,Yes,5638.89,Married,Associate's,18,Permanent,San Francisco,ten,2017,On-Site,119,1.2
10330,Pauline,Juma,IT,31669,2009-01-30 00:00:00,30,Male,7,Yes,1191.14,Married,High School,31,Contract,London,14,2013,Fully Remote,78,2.8
